casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,latitude,longitude,source,violent_cat,property_cat
2023-00100394,0 Block BODELL AVE,2023-12-08T20:11:00.000,12,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,SCampbell,2023-00100394-001,41.81744571450005,-71.45287587699997,E911,None,None
2023-00100372,100 Block GASPEE ST,2023-12-08T18:42:00.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GGenao,2023-00100372-001,41.82924290400007,-71.41328194199997,E911,None,None
2023-00100370,0 Block VALLEY ST,2023-12-08T18:36:00.000,12,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,NEastman,2023-00100370-001,41.81785824850007,-71.44034132949994,E911,None,None
2023-00100366,500 Block EDDY ST,2023-12-08T18:24:00.000,12,2023,Trespass,Not Used,No Violations,0,RBallinger,2023-00100366-001,41.811769417500045,-71.40993071249997,E911,None,None
2023-00100363,100 Block JEWETT ST,2023-12-08T18:10:00.000,12,2023,Suspicious Person,Not Used,No violations,0,Central Station,2023-00100363-001,41.83275198800007,-71.42262097599996,E911,None,None
2023-00100354,0 Block W EXCHANGE ST,2023-12-08T17:20:11.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MLeclerc,2023-00100354-001,41.82521354450006,-71.41595848749995,E911,None,Larceny-theft
2023-00100350,DOUGLAS AVE &  CANDACE ST,2023-12-08T17:14:00.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station,2023-00100350-001,41.83754347888156,-71.42314910926459,RIDOT,None,None
2023-00502732,200 Block WINDMILL ST,2023-12-08T17:01:17.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia,2023-00502732-001,41.85952888150007,-71.41805309899996,E911,None,Larceny-theft
2023-00100342,0 Block PLAINFIELD ST,2023-12-08T16:47:00.000,12,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,3,MPesola,2023-00100342-001,41.81626156750005,-71.44464667099996,E911,None,None
2023-00502731,0 Block VIEW ST,2023-12-08T16:24:35.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia,2023-00502731-001,41.83489226450004,-71.43773034499998,E911,None,Larceny-theft
2023-00100335,0 Block HARWOL CT,2023-12-08T16:19:00.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MLabutti,2023-00100335-001,41.85218942250006,-71.43423291999994,E911,None,None
2023-00100329,700 Block BRANCH AVE,2023-12-08T16:06:00.000,12,2023,Stolen Property,Not Used,No violations,0,Central Station,2023-00100329-001,41.85349825950007,-71.43025511249996,E911,None,None
2023-00100312,300 Block PRAIRIE AVE,2023-12-08T15:00:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,RBallinger,2023-00100312-001,41.80478832050005,-71.41452921149997,E911,None,None
2023-00100314,300 Block ATWELLS AVE,2023-12-08T14:47:00.000,12,2023,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SCooney,2023-00100314-001,41.82390767100006,-71.42911807299996,E911,None,Larceny-theft
2023-00100285,0 Block KENNEDY PLZ,2023-12-08T13:05:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,GSion,2023-00100285-001,41.82467416900005,-71.41238447799995,E911,None,None
2023-00100272,0 Block HASKINS ST,2023-12-08T12:00:58.000,12,2023,Suspicious Person,Not Used,No Violations,0,NManfredi,2023-00100272-001,41.815202496500035,-71.41917329949996,E911,None,None
2023-00100263,700 Block CHALKSTONE AVE,2023-12-08T11:37:00.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station,2023-00100263-001,41.834267133000054,-71.43244725749997,E911,None,None
2023-00100267,100 Block PUMGANSETT ST,2023-12-08T10:53:00.000,12,2023,Property Damage,Not Used,No Violations,0,TCalandra,2023-00100267-001,41.84210013650005,-71.42260953799996,E911,None,None
2023-00100247,HARTFORD AVE &  LAUREL HILL AVE,2023-12-08T09:46:08.000,12,2023,Suspicious Person,Not Used,No Violations,0,JManown,2023-00100247-001,41.81794738511097,-71.45531464585989,RIDOT,None,None
2023-00100245,0 Block ALDINE ST,2023-12-08T09:41:18.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,JAbatiello,2023-00100245-001,41.831171046000065,-71.45377976549997,E911,None,None
2023-00100243,0 Block ROCKINGHAM ST,2023-12-08T09:26:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,DDiaz,2023-00100243-001,41.82632675950006,-71.44424308799998,E911,None,None
2023-00100238,0 Block RADCLIFFE AVE,2023-12-08T08:52:00.000,12,2023,Burglary,11-8-1,BURGLARY,1,IQuinn,2023-00100238-001,41.838563208500034,-71.43163118299998,E911,None,Burglary
2023-00100238,0 Block RADCLIFFE AVE,2023-12-08T08:52:00.000,12,2023,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,IQuinn,2023-00100238-002,41.838563208500034,-71.43163118299998,E911,None,Larceny-theft
2023-00100236,0 Block BURNETT ST,2023-12-08T08:43:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,LFernandez,2023-00100236-001,41.80301115200007,-71.42656717849997,E911,None,None
2023-00100231,900 Block MANTON AVE,2023-12-08T08:16:00.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DDiaz,2023-00100231-001,41.83389321700005,-71.46882668099997,E911,None,Larceny-theft
2023-00100223,1300 Block CHALKSTONE AVE,2023-12-08T07:08:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,DDiaz,2023-00100223-001,41.83230213850007,-71.45366565949996,E911,None,None
2023-00100222,WASHINGTON ST &  WINTER ST,2023-12-08T06:46:00.000,12,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,RByfield,2023-00100222-001,41.81808852127253,-71.4225006159576,RIDOT,None,None
2023-00100221,0 Block RADCLIFFE AVE,2023-12-08T06:23:42.000,12,2023,Burglary,11-8-1,BURGLARY,1,TGibson,2023-00100221-001,41.838563208500034,-71.43163118299998,E911,None,Burglary
2023-00100211,0 Block WEST EXCHANGE ST,2023-12-08T03:50:17.000,12,2023,Trespass,Not Used,No Violations,0,THoulihan,2023-00100211-001,41.825664113000045,-71.41062047449995,E911,None,None
2023-00100207,100 Block BELLEVUE AVE,2023-12-08T03:31:18.000,12,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,RBlaisdell,2023-00100207-001,41.80792487650007,-71.43085327449998,E911,None,None
2023-00100207,100 Block BELLEVUE AVE,2023-12-08T03:31:18.000,12,2023,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,RBlaisdell,2023-00100207-002,41.80792487650007,-71.43085327449998,E911,Aggravated Assault,None
2023-00100200,0 Block TENNYSON LN,2023-12-08T02:22:55.000,12,2023,Request for Assistance,Not Used,No Violations,0,BMcDonnell,2023-00100200-001,41.802105533500054,-71.40980903849996,E911,None,None
2023-00100188,300 Block VEAZIE ST,2023-12-08T01:15:00.000,12,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,MRoman,2023-00100188-001,41.854566586500056,-71.43618400899996,E911,None,None
2023-00100174,0 Block DORRANCE ST,2023-12-08T00:22:56.000,12,2023,Trespass,Not Used,No Violations,0,THoulihan,2023-00100174-001,41.82381659250004,-71.41228919699995,E911,None,None
2023-00100151,800 Block N MAIN ST,2023-12-07T22:28:45.000,12,2023,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,JMontilla,2023-00100151-001,41.84333004800007,-71.40671193749995,E911,None,Larceny-theft
2023-00100131,200 Block ELMWOOD AVE,2023-12-07T21:02:00.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00100131-001,41.805985688500044,-71.42477079549997,E911,None,Larceny-theft
2023-00100101,0 Block FRICKER ST,2023-12-07T18:34:00.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00100101-001,41.81597946700006,-71.42155518649997,E911,None,Larceny-theft
2023-00100086,0 Block UPDIKE ST,2023-12-07T17:42:14.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MLeclerc,2023-00100086-001,41.804000183000056,-71.42221601949996,E911,None,None
2023-00100085,0 Block KENNEDY PLZ,2023-12-07T17:39:00.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JAntoniou,2023-00100085-001,41.82467416900005,-71.41238447799995,E911,None,Larceny-theft
2023-00502726,0 Block ACADEMY AVE,2023-12-07T17:20:51.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00502726-001,41.82618008850005,-71.44358686699996,E911,None,Larceny-theft
2023-00100066,0 Block BRIGHTON ST,2023-12-07T16:26:00.000,12,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00100066-001,41.81911181150005,-71.42914600899994,E911,None,None
2023-00100063,200 Block WASHINGTON ST,2023-12-07T16:07:54.000,12,2023,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,SBouyssou,2023-00100063-001,41.821179037000064,-71.41703513299996,E911,None,None
2023-00100063,200 Block WASHINGTON ST,2023-12-07T16:07:54.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,SBouyssou,2023-00100063-002,41.821179037000064,-71.41703513299996,E911,None,Motor Vehicle Theft
2023-00100047,100 Block GENTIAN AVE,2023-12-07T15:00:00.000,12,2023,Fraud,Not Used,No violations,0,Central Station,2023-00100047-001,41.850369401500075,-71.44951855149998,E911,None,None
2023-00100041,0 Block EDDY ST,2023-12-07T14:21:00.000,12,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00100041-001,41.82384931000004,-71.41318945549995,E911,None,None
2023-00100040,CRANSTON ST &  WADSWORTH ST,2023-12-07T14:19:00.000,12,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,EAlarcon,2023-00100040-001,41.805801382440364,-71.43679047326444,RIDOT,None,None
2023-00502725,0 Block ZONE ST,2023-12-07T13:26:40.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00502725-001,41.83385045600005,-71.42737798549996,E911,None,Larceny-theft
2023-00502724,100 Block CANAL ST ST,2023-12-07T13:25:21.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00502724-001,41.82780914500006,-71.41013202249997,E911,None,Larceny-theft
2023-00100023,100 Block WHITEHALL ST,2023-12-07T13:09:00.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/U $1500 - AUTO THEFT,1,SIm,2023-00100023-001,41.80864895850007,-71.44430993849994,E911,None,Motor Vehicle Theft
2023-00100016,100 Block DEAN ST,2023-12-07T12:59:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,ITorres,2023-00100016-001,41.82311727450005,-71.42381353699997,E911,None,None
2023-00502722,"200 Block WILLIAMS ST, UNIT B",2023-12-07T12:47:04.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00502722-001,41.82296434950004,-71.39469321299995,E911,None,Larceny-theft
2023-00100008,600 Block CHARLES ST,2023-12-07T12:25:00.000,12,2023,Assistance Rendered,Not Used,No Violations,0,AWagoner,2023-00100008-001,41.85405583700006,-71.42058062149997,E911,None,None
2023-00100001,700 Block CRANSTON ST,2023-12-07T12:21:00.000,12,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,NAyala,2023-00100001-001,41.804482163000046,-71.43812548149995,E911,None,None
2023-00099994,0 Block SILVER LAKE AVE,2023-12-07T11:43:00.000,12,2023,Weapons,11-47-5.2,POSSESSION OF A STOLEN FIREARM,1,JLugo,2023-00099994-001,41.80762922750006,-71.45970398049997,E911,None,None
2023-00099994,0 Block SILVER LAKE AVE,2023-12-07T11:43:00.000,12,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,JLugo,2023-00099994-002,41.80762922750006,-71.45970398049997,E911,None,None
2023-00099994,0 Block SILVER LAKE AVE,2023-12-07T11:43:00.000,12,2023,Weapons,11-47-3,CARRY DANG. WEAPONS/SUB WHEN IN CRIME VIOL,1,JLugo,2023-00099994-003,41.80762922750006,-71.45970398049997,E911,None,None
2023-00099994,0 Block SILVER LAKE AVE,2023-12-07T11:43:00.000,12,2023,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,JLugo,2023-00099994-004,41.80762922750006,-71.45970398049997,E911,Aggravated Assault,None
2023-00099994,0 Block SILVER LAKE AVE,2023-12-07T11:43:00.000,12,2023,Weapons,11-47-3.1,CARRY STLN FIREARM WHEN COMMITTING A CRIME - WEAPON VIOL,1,JLugo,2023-00099994-005,41.80762922750006,-71.45970398049997,E911,None,None
2023-00099985,1000 Block CHALKSTONE AVE,2023-12-07T11:36:00.000,12,2023,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,Central Station,2023-00099985-001,41.83220759750006,-71.44238944399996,E911,None,Larceny-theft
2023-00099978,JEFFERSON  &  COMMON,2023-12-07T10:56:51.000,12,2023,Disorderly Conduct,Not Used,No Violations,0,MSandorse,2023-00099978-001,41.83345030905279,-71.41712190209485,RIDOT,None,None
2023-00099974,0 Block KENNEDY PLZ,2023-12-07T10:47:00.000,12,2023,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,SMurnighan,2023-00099974-001,41.82467416900005,-71.41238447799995,E911,None,Larceny-theft
2023-00099972,300 Block MT PLEASANT AVE,2023-12-07T10:44:00.000,12,2023,Fraud,Not Used,"Under Investigation, Offense Pending",0,GDuarte,2023-00099972-001,41.835992428000054,-71.45065356799998,E911,None,None
2023-00099964,400 Block EATON ST,2023-12-07T10:00:00.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,KBass,2023-00099964-001,41.84328707200004,-71.44387103849996,E911,None,Motor Vehicle Theft
2023-00099959,0 Block DESOTO ST,2023-12-07T09:49:47.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,DRosso,2023-00099959-001,41.82120215050003,-71.43871147849995,E911,None,None
2023-00099950,0 Block SHIP ST,2023-12-07T09:00:44.000,12,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,LAndreozzi,2023-00099950-001,41.81916653750005,-71.40986357049997,E911,None,Larceny-theft
2023-00099935,100 Block BROAD ST,2023-12-07T07:49:00.000,12,2023,Narcotics Violation,Not Used,"Under Investigation, Offense Pending",0,ECuri,2023-00099935-001,41.81743972350006,-71.41676518499997,E911,None,None
2023-00099901,500 Block SMITH ST,2023-12-07T01:49:37.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KWoodbine,2023-00099901-001,41.836232847000076,-71.42929712399996,E911,None,None
2023-00099896,100 Block ONTARIO ST,2023-12-07T01:21:57.000,12,2023,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,HViruet,2023-00099896-001,41.79866668300005,-71.42335378149994,E911,None,Burglary
2023-00099896,100 Block ONTARIO ST,2023-12-07T01:21:57.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,HViruet,2023-00099896-002,41.79866668300005,-71.42335378149994,E911,None,None
2023-00502719,"SWEET HALL, RHODE ISLAND COLLE",2023-12-06T23:23:20.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502719-001,41.84059,-71.46628,Landmark File,None,None
2023-00099869,200 Block ACADEMY AVE,2023-12-06T22:26:00.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,NULL,2023-00099869-001,41.83168233300003,-71.44427550699999,E911,None,None
2023-00099869,200 Block ACADEMY AVE,2023-12-06T22:26:00.000,12,2023,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,NULL,2023-00099869-002,41.83168233300003,-71.44427550699999,E911,None,None
2023-00099864,0 Block BURNETT ST,2023-12-06T21:41:00.000,12,2023,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,NULL,2023-00099864-001,41.80301115200007,-71.42656717849997,E911,None,Larceny-theft
